"PSU","total_samples_in_psu","samples_with_opaka_catch","prop_zeros_opaka"
44631,1,0,100
44657,1,0,100
44697,1,0,100
44704,1,0,100
44706,1,0,100
44746,1,0,100
44755,1,0,100
44756,1,0,100
44806,1,0,100
44935,1,0,100
44943,1,0,100
45002,1,0,100
45005,1,0,100
45012,1,0,100
45069,1,0,100
45071,1,0,100
45076,1,0,100
45083,1,0,100
45085,1,0,100
45140,1,0,100
45141,1,0,100
45146,1,0,100
45191,1,0,100
45203,1,0,100
45204,1,0,100
45208,1,0,100
45210,1,0,100
45216,1,0,100
45241,1,0,100
45246,1,0,100
45248,1,0,100
45250,1,0,100
45264,1,0,100
45272,1,0,100
45274,1,0,100
45279,1,0,100
45281,1,0,100
45298,1,0,100
45304,1,0,100
45309,1,0,100
45337,1,0,100
45357,1,0,100
45360,1,0,100
45366,1,0,100
45374,1,0,100
45376,1,0,100
45386,1,0,100
45394,1,0,100
45395,1,0,100
45407,1,0,100
45423,1,0,100
45426,1,0,100
45427,1,0,100
45431,1,0,100
45437,1,0,100
45438,1,0,100
45446,1,0,100
45448,1,0,100
45451,1,0,100
45454,1,0,100
45455,1,0,100
45457,1,0,100
45467,1,0,100
45471,1,0,100
45473,1,0,100
45474,1,0,100
45477,1,0,100
45478,1,0,100
45480,1,0,100
45484,1,0,100
45485,1,0,100
45486,1,0,100
45499,1,0,100
45501,1,0,100
45507,1,0,100
45508,1,0,100
45512,1,0,100
45524,1,0,100
45551,1,0,100
